Kode,Kategori,Jumlah Penjual,Rating,Jumlah Review,Harga
KFB07D4T2XKB,Toys & Games,4 penjual,4.8,"10,895",
KF345816021,,1 yg jual,4.7,"39,501",215544.9575 rupiah
KFB012A7R7I8,Toys & Games,8 penjual,4.8,"22,792",
KFB07GPFDL1K,Electronics,4 yg jual,4.5,,244303.4575 rupiah
KFB074T91QTZ,Gift Cards,1 yg jual,4.5,"25,340",
KFB0829WGK49,Camera & Photo,3 penjual,4.1,,IDR 431233.70749999996
KFB0848Q5PWZ,"Clothing, Shoes & Jewelry",1 yg jual,4.6,"29,734",
KFB010KYDNDG,Video Games,1 Penjual,,"26,641",387520.7875 Rupiah
KFB08Z78WMGS,,2 Penjual,4.4,22,IDR 575026.2075
KFB0795GHTBC,Video Games,3 Penjual,4.8,,85556.5375
KFB07FT8XLFS,"Clothing, Shoes & Jewelry",1 Penjual,,"13,828",IDR 113308.49
KFB07RNNFLNT,Gift Cards,1 Penjual,4.8,"721,689",
KFB07SL6ZXBL,Video Games,52 yg jual,4.9,,IDR 532032.25
KFB0796JVBJ8,Toys & Games,4 Penjual,,"8,734",252355.83750000002
KFB07SR1FMMC,Video Games,1 Penjual,4.4,,284709.15 Rupiah
KFB01C5A2WJO,Toys & Games,,4.8,"26,961",503129.9575 Rupiah
KFB01N1037CV,,49 yg jual,4.9,"49,574",IDR 718099.745
KFB094Q23VHC,Gift Cards,,4.8,"721,690",718962.5
KFB06WVJBVT4,Gift Cards,1 yg jual,4.9,,359481.25 Rupiah
KFB07SXLYQ6S,,16 yg jual,4.8,"13,958",186067.495 rupiah
KFB089DDXV1W,Camera & Photo,4 yg jual,4.5,"5,522",
KFB095KCDVGV,"Clothing, Shoes & Jewelry",,4.2,"17,334",431233.70749999996
KFB07X6C9RMF,Electronics,1 yg jual,4.5,"111,650",
KFB0878FM5F7,"Clothing, Shoes & Jewelry",2 yg jual,,"37,966",632543.2075 Rupiah
KFB07V3M2DX9,Camera & Photo,21 penjual,4.8,"3,801",
KFB07WYVVM9G,Gift Cards,1 Penjual,4.8,"721,690",
KFB0834WSVKK,"Clothing, Shoes & Jewelry",,4.3,"6,059",IDR 416854.45749999996
KFB07D25RSWX,Electronics,7 penjual,,"35,734",273061.95749999996 Rupiah
KFB01K8RMDO0,Gift Cards,1 yg jual,4.9,,359481.25 Rupiah
KFB00PKNO7LK,Toys & Games,9 yg jual,4.6,"21,781",
KFB085NRF1FR,,1 yg jual,4.0,"7,571",158027.9575
KFB01JQSONCC,Gift Cards,,4.9,"50,571",287585.0 Rupiah
KFB071S6GZ1K,"Clothing, Shoes & Jewelry",,4.6,"80,774",IDR 258826.5
KFB08TC5RGSX,Camera & Photo,2 penjual,3.6,96,
KFB08M1V413G,Video Games,1 yg jual,4.7,,IDR 287441.20749999996
KF735219109,Books,,4.8,"136,310",IDR 143504.915
KFB07MYYV9K1,,2 penjual,4.4,"3,218",IDR 229924.2075
KFB087ZTH98B,,4 yg jual,4.5,"8,419",431233.70749999996
KFB07J224T84,Camera & Photo,5 yg jual,4.2,,1006403.7074999999
KFB07WVFCVJN,,27 penjual,4.8,"114,267",409521.04 Rupiah
KFB07YPBQSCK,Video Games,18 yg jual,4.6,"16,386",
KFB08TC5RGSX,Camera & Photo,2 yg jual,3.6,,431233.70749999996 rupiah
KFB004LLIKVU,,1 penjual,4.8,"721,690",718962.5 Rupiah
KF1684510821,Books,,5.0,47,267022.6725
KFB07SQZ3GJG,Video Games,1 penjual,4.8,"16,122",
KF525559477,,1 yg jual,4.4,"87,929",191100.23249999998 Rupiah
KFB07HCZ7LPW,Video Games,77 Penjual,4.8,,704439.4575 rupiah
KFB082G5SPR5,,29 yg jual,4.7,"26,056",672086.145 Rupiah
KFB084J4KNDS,Electronics,,4.7,"267,821",646922.4575 rupiah
KFB08N5LNQCX,,5 penjual,4.8,"6,599",12926945.75 Rupiah
KFB07SBX48TY,Video Games,27 Penjual,4.4,"23,265",
KFB091N43KTX,Electronics,1 penjual,4.7,"267,821",
KFB07WQ1VH72,,1 penjual,4.6,"100,278",1293988.7075 Rupiah
KFB07J54KYP1,Gift Cards,1 Penjual,,"721,690",718962.5 Rupiah
KFB086KXKXKW,,10 yg jual,4.6,"29,802",243728.28749999998 Rupiah
KFB08F3CVP38,Camera & Photo,,4.3,874,1150196.2075
KFB017V6YVDC,Video Games,1 Penjual,,"27,808",143648.7075
KFB086DL32R3,,1 penjual,4.4,"54,100",2588121.2075 rupiah
KF1501171348,Books,1 Penjual,4.3,,IDR 234381.77500000002
KFB06X6HSVDY,,1 yg jual,4.8,"721,690",IDR 718962.5
KFB01K8RL9C2,,1 yg jual,4.9,"7,493",IDR 287585.0
KFB07MB4HN9X,Gift Cards,1 Penjual,4.8,,IDR 718962.5
KFB0888P5DWX,"Clothing, Shoes & Jewelry",3 yg jual,4.8,,287585.0
KFB01N5TMK8I,Gift Cards,,4.8,"20,874",790139.7875000001
KFB08CNG9Y52,"Clothing, Shoes & Jewelry",5 penjual,4.7,"41,926",
KFB01C9MW6MQ,,1 penjual,4.9,"62,352",359481.25
KFB08JB4LZ19,Camera & Photo,2 penjual,,"1,116",IDR 1279609.4575
KFB06XT7M6P5,,4 penjual,4.4,"6,608",287441.20749999996 Rupiah
KF1250304458,Books,1 Penjual,,"1,031",IDR 241427.60749999998
KFB06XV1LW52,,32 penjual,4.4,"6,247",IDR 89007.55750000001
KFB094Q7RNLV,Gift Cards,1 Penjual,4.8,,718962.5
KFB00ABA0ZOA,Toys & Games,83 Penjual,4.8,,IDR 122079.8325
KFB08R5LZYDW,Camera & Photo,,3.3,39,287441.20749999996
KF1623158281,Books,1 Penjual,,"16,853",137897.0075 rupiah
KFB094TCDJWC,Books,,3.5,5,184773.3625 Rupiah
KFB07WDDT3G5,,1 Penjual,4.7,"83,773",2012951.2075 rupiah
KFB01N5TMK8I,Gift Cards,1 yg jual,,"20,874",790139.7875000001 rupiah
KFB08F3C99KN,Gift Cards,1 yg jual,4.8,,359481.25
KFB08R6S1M1K,Electronics,3 Penjual,4.7,"1,450",
KFB08XW4QX52,"Clothing, Shoes & Jewelry",,4.6,"9,106",273061.95749999996 Rupiah
KFB07F7T8J9P,Video Games,19 Penjual,4.7,,377311.51999999996 rupiah
KFB07GTDRNKD,Toys & Games,,4.8,"24,685",128981.87250000001 Rupiah
KFB010KYDNDG,Video Games,1 yg jual,4.7,,387520.7875
KF080241270X,Books,1 Penjual,4.8,"51,940",
KFB07B8XTS3Z,Camera & Photo,2 Penjual,,"5,159",1768503.9575 Rupiah
KFB0756BXDTX,Camera & Photo,5 penjual,,"12,309",IDR 517509.2075
KFB08R5LZYDW,,1 yg jual,3.3,39,287441.20749999996
KFB089W4PKRW,,2 yg jual,4.2,"3,150",359337.45749999996 rupiah
KFB07WPQTXYQ,Gift Cards,,4.8,"91,384",718962.5 rupiah
KFB07XKF5RM3,Electronics,1 yg jual,,"61,543",1078299.9575
KFB08PW4GGZN,Toys & Games,1 yg jual,4.7,"33,726",
KFB0872FYTWS,Electronics,1 Penjual,,"17,175",2300536.2075
KFB017SD8RWO,Camera & Photo,3 Penjual,,"22,775",IDR 488750.7075
KFB01M1NWI42,Gift Cards,1 penjual,4.8,"721,690",
KFB08PQ64VFJ,Gift Cards,1 Penjual,4.6,,459992.20749999996 Rupiah
KFB095NWYQBC,Electronics,1 yg jual,,4,IDR 143504.915
KFB07VNTFHD5,Video Games,32 Penjual,4.8,,1854923.25 Rupiah
KFB07ZD22HKW,"Clothing, Shoes & Jewelry",1 Penjual,,"4,943",IDR 373285.33
KFB01N5TMK8I,Gift Cards,1 Penjual,4.8,"20,874",
KFB017V6YVDC,Video Games,1 Penjual,,"27,808",143648.7075 Rupiah
KFB07X6CWM3G,Video Games,1 yg jual,4.6,"6,551",
KFB07HJD9FVV,Gift Cards,1 yg jual,,"8,756",2975785.7874999996 rupiah
KFB07N4DHFZM,Electronics,2 yg jual,4.2,"17,011",
KFB01MQSSHFD,Gift Cards,1 Penjual,,"721,690",718962.5
KF920668372,Books,1 Penjual,4.9,"37,649",
KFB08FC5TTBF,,21 penjual,4.8,"3,470",IDR 718099.745
KFB08V4NP5LT,Camera & Photo,,4.7,790,790714.9575
KF080241270X,,1 yg jual,4.8,"51,940",109138.50749999999
KFB07WQ1VH72,Electronics,,4.6,"100,278",1293988.7075
KFB07VPFWNNZ,"Clothing, Shoes & Jewelry",,4.4,"10,400",100510.9575 Rupiah
KFB0872FYTWS,Electronics,,4.7,"17,175",2300536.2075 rupiah
KFB06ZY43PDR,Gift Cards,,4.9,"26,102",718962.5 rupiah
KFB07PWNL9X2,"Clothing, Shoes & Jewelry",3 penjual,,"32,030",364513.98750000005 rupiah
KFB01IE42ST4,Gift Cards,1 penjual,4.9,,IDR 215688.75
KFB07J224T84,Camera & Photo,,4.2,"2,622",1006403.7074999999 rupiah
KFB00EB4ADQW,Electronics,32 yg jual,4.8,,190093.685 rupiah
KF735219109,Books,1 Penjual,4.8,,143504.915 Rupiah
KFB08R6S1M1K,Electronics,,4.7,"1,450",215544.9575 rupiah
KFB01FIS7AU6,Gift Cards,1 penjual,4.8,"91,384",
KFB004DNVP8G,"Clothing, Shoes & Jewelry",2 yg jual,4.6,"44,546",
KF528023780,Books,1 yg jual,,514,216407.71250000002 Rupiah
KFB06WVJBLBQ,Gift Cards,,4.9,"74,543",IDR 143792.5
KFB0897VN3F2,"Clothing, Shoes & Jewelry",1 Penjual,,"14,223",229924.2075 Rupiah
KFB08FHS3W9X,Camera & Photo,2 Penjual,4.3,"3,534",
KF1338233580,Books,1 Penjual,4.8,,41412.24
KFB08ZNQN1FP,Video Games,13 penjual,4.6,,848375.75
KF1501171348,Books,,4.3,"14,006",IDR 234381.77500000002
KFB08CYVQ9BK,Gift Cards,,4.8,"721,690",718962.5
KF080241270X,Books,1 yg jual,,"51,940",109138.50749999999
KFB07PJ67CKC,Camera & Photo,3 penjual,,"10,403",IDR 718818.7075
KFB0872DGGBX,"Clothing, Shoes & Jewelry",3 penjual,4.7,,218277.01499999998 rupiah
KFB07VPFWNNZ,"Clothing, Shoes & Jewelry",1 Penjual,,"10,400",100510.9575
KF1611806860,Books,1 Penjual,5.0,,193976.0825 rupiah
KFB08TVWR4C6,Toys & Games,1 penjual,4.7,,143648.7075 rupiah
KFB0749FWLTP,"Clothing, Shoes & Jewelry",1 yg jual,4.4,"65,780",
KFB08YT2N5SX,Electronics,,4.7,"267,821",718818.7075
KFB001MY20X8,,4 Penjual,4.7,"11,833",71752.4575
KFB08PQ64VFJ,Gift Cards,1 Penjual,4.6,,459992.20749999996
KFB07X1QPRYQ,"Clothing, Shoes & Jewelry",4 Penjual,,22,IDR 429939.57499999995
KFB08BXHGPVB,Video Games,,4.7,"7,596",186786.4575 Rupiah
KFB07XP1619N,Camera & Photo,3 Penjual,4.3,422,
KF1601429649,,1 Penjual,4.7,"15,626",IDR 138472.17750000002
KFB08BXHGPVB,Video Games,94 penjual,4.7,,186786.4575 rupiah
KFB082R61V9K,,2 yg jual,4.2,"16,854",229924.2075 Rupiah
KFB07XP1619N,Camera & Photo,3 yg jual,4.3,422,
KFB08CNFLLH5,Camera & Photo,1 penjual,4.0,178,
KFB08JPHW2MZ,"Clothing, Shoes & Jewelry",1 yg jual,4.6,,196708.13999999998 rupiah
KFB08GLWV2BM,Gift Cards,,4.8,"721,690",718962.5 Rupiah
KFB08J5Q255V,Electronics,5 penjual,4.9,,4299395.75
KFB06ZYZ1TKK,,1 penjual,4.8,"7,247",IDR 718962.5
KFB094TCDJWC,Books,1 penjual,3.5,5,
KFB07736Q4GC,Gift Cards,1 yg jual,4.8,,143792.5
KFB08RC11JLL,Camera & Photo,,2.7,26,383350.805 rupiah
KFB07YPBQSCK,Video Games,18 Penjual,,"16,386",IDR 646922.4575
KFB06XHFWJYM,Gift Cards,1 yg jual,4.8,,718962.5 rupiah
KFB08X8FDHFN,Video Games,7 penjual,1.4,,573444.49 Rupiah
KFB083VRT815,Toys & Games,4 yg jual,,"5,953",431233.70749999996
KFB08XW4QX52,"Clothing, Shoes & Jewelry",1 Penjual,4.6,"9,106",
KF1623158281,Books,1 penjual,4.8,,137897.0075 Rupiah
KFB08F6WL18F,,1 penjual,4.8,"721,690",718962.5
KFB082PN4WNT,"Clothing, Shoes & Jewelry",1 Penjual,,"7,726",286866.0375 rupiah
KFB01CW4CR4I,Camera & Photo,3 penjual,4.3,,IDR 575026.2075
KFB072F9T6VX,Gift Cards,1 penjual,4.9,"50,571",
KFB07PCMWTSG,,1 yg jual,4.8,"721,690",IDR 718962.5
KFB07F15CV12,,1 yg jual,4.8,"32,411",IDR 287441.20749999996
KFB07J54KYP1,Gift Cards,,4.8,"721,690",718962.5
KFB091TL7CCP,Toys & Games,1 yg jual,4.4,"10,140",
KFB078VVLQ6J,Toys & Games,108 yg jual,4.9,"10,955",
KFB01FZ3BR5S,Video Games,,4.5,432,201165.7075 rupiah
KFB07B8XTS3Z,Camera & Photo,,4.4,"5,159",1768503.9575
KFB01NAWKYZ0,Video Games,85 Penjual,4.9,"49,824",
KFB06XV1LW52,,32 penjual,4.4,"6,247",89007.55750000001 rupiah
KF1338233580,Books,1 yg jual,,"8,177",IDR 41412.24
KFB07CRSXMW8,Toys & Games,4 Penjual,4.8,"55,398",
KFB08FC5L3RG,Video Games,1 penjual,4.9,"19,869",
KFB07GCKZKX8,Camera & Photo,5 Penjual,4.0,"8,527",
KF761187480,,1 penjual,4.8,"19,747",178877.87 rupiah
KFB08YSYKBLV,Electronics,1 yg jual,4.8,"78,639",
KFB097ZMX6ZC,Toys & Games,,4.4,"11,092",IDR 12653.74
KFB06WD843ZM,Camera & Photo,6 yg jual,4.2,"7,628",
KF1589255518,,1 yg jual,4.9,"36,207",60680.435 rupiah
KFB08J158TVV,Camera & Photo,3 penjual,4.2,,690060.2075
KFB07TT11TXZ,"Clothing, Shoes & Jewelry",,4.3,"4,107",114890.2075 Rupiah
KFB00006RVTS,Toys & Games,34 yg jual,,"1,030",77504.1575 Rupiah
KFB07N4DHFZM,,2 Penjual,4.2,"17,011",271480.24 rupiah
KFB07RRGWMYJ,"Clothing, Shoes & Jewelry",1 penjual,4.2,,IDR 287441.20749999996
KFB01CW4AR9K,Camera & Photo,,4.3,"47,254",323389.33249999996 rupiah
KFB07YQL38L7,,1 Penjual,4.8,"721,690",718962.5 Rupiah
KFB07WYVVY2Z,Gift Cards,1 penjual,,"91,384",IDR 718962.5
KF807014273,,1 penjual,4.7,"34,571",172407.2075
KF080241270X,Books,,4.8,"51,940",109138.50749999999
KFB07PHCWJ9W,Toys & Games,1 penjual,,"9,296",IDR 158027.9575
KFB06X6HSVDY,Gift Cards,1 Penjual,4.8,,718962.5 rupiah
KFB07HHVCYVJ,"Clothing, Shoes & Jewelry",1 penjual,4.4,"10,664",
KFB004S8F7QM,Toys & Games,5 yg jual,,"107,829",359481.25 Rupiah
KFB09138R2XM,Toys & Games,1 penjual,4.4,"2,437",
KFB073WLZFHP,"Clothing, Shoes & Jewelry",2 yg jual,4.9,"27,054",
KFB086CBQD2M,Toys & Games,5 penjual,,"1,824",IDR 287441.20749999996
KFB07X27VK3D,Electronics,,4.5,"111,650",934507.4574999999 Rupiah
KFB08D98BDT5,,7 yg jual,4.5,"5,071",229924.2075 Rupiah
KFB07MDR5TG9,Gift Cards,1 Penjual,,"721,690",718962.5 rupiah
KFB00F4CEWOY,Video Games,1 yg jual,4.7,,IDR 287585.0
KFB079YMX2J6,Gift Cards,,4.7,"13,035",IDR 359481.25
KFB08R5LZYDW,Camera & Photo,1 Penjual,,39,287441.20749999996 rupiah
KFB08XN821N5,Toys & Games,1 Penjual,,"18,647",143504.915
KFB01FSCQ1IY,,5 Penjual,4.5,"16,151",IDR 281833.30000000005
KFB08T7FQ9P1,Camera & Photo,1 Penjual,,272,431233.70749999996
KFB07MWPMZXN,Toys & Games,85 penjual,4.7,,IDR 166655.5075
KFB07JCJMPVN,"Clothing, Shoes & Jewelry",2 penjual,4.6,,208067.7475 rupiah
KFB00DW1JT5G,Toys & Games,5 Penjual,4.6,,215544.9575
KF525559477,Books,1 penjual,4.4,,191100.23249999998 rupiah
KFB08644FKP1,Camera & Photo,2 yg jual,4.3,,503129.9575 Rupiah
KFB07DVFQ1SV,Video Games,,4.7,"4,573",244303.4575 rupiah
KFB0836WRWFY,Toys & Games,6 yg jual,4.5,,287441.20749999996
KF1982160136,Books,,3.8,655,194119.875
KFB083FX3XQ5,"Clothing, Shoes & Jewelry",1 penjual,,"5,819",143648.7075 rupiah
KF62457802,Books,1 Penjual,4.7,,120354.3225
KFB07YXL5HQ4,"Clothing, Shoes & Jewelry",,4.7,"30,441",IDR 258682.7075
KFB001MY20X8,Toys & Games,4 yg jual,4.7,,71752.4575 rupiah
KF1501110365,Books,,4.7,"18,508",175426.84999999998 Rupiah
KFB06XWNQGD4,"Clothing, Shoes & Jewelry",2 yg jual,4.5,,228630.075 Rupiah
KFB08XW4QX52,"Clothing, Shoes & Jewelry",1 penjual,,"9,106",273061.95749999996 rupiah
KFB08F4YKCBR,Camera & Photo,1 yg jual,4.3,,IDR 747577.2075
KFB089W4PKRW,Camera & Photo,2 yg jual,,"3,150",IDR 359337.45749999996
KFB07PHLG4C2,Camera & Photo,7 Penjual,4.3,"5,070",
KFB08PW4GGZN,,1 penjual,4.7,"33,726",IDR 112589.5275
KFB07J224T84,Camera & Photo,5 yg jual,4.2,"2,622",
KFB07CXG6C9W,Electronics,1 yg jual,4.6,"110,685",
KF1501171348,Books,1 penjual,4.3,"14,006",
KFB07GPFDL1K,,4 Penjual,4.5,"17,939",IDR 244303.4575
KFB0868LH58W,Camera & Photo,3 yg jual,4.5,,1725366.2075 rupiah
KFB004DNVP8G,,2 yg jual,4.6,"44,546",172694.7925 Rupiah
KF679805273,Books,,4.9,"27,317",IDR 111870.565
KFB071FLSWBS,,6 penjual,4.6,"45,035",99073.0325
KFB07Q8QXSL8,"Clothing, Shoes & Jewelry",,4.6,"9,697",416854.45749999996
KFB08YSYKBLV,Electronics,1 yg jual,4.8,,862611.2075 Rupiah
KFB071FXZBMV,Electronics,,4.5,"33,856",IDR 114746.41500000001
KFB06X6HSVDY,Gift Cards,1 yg jual,,"721,690",718962.5 Rupiah
KFB07CCGBB7M,Electronics,2 penjual,,"34,176",287153.6225
KFB06ZY43PDR,Gift Cards,,4.9,"26,102",718962.5
KFB07DVFQ1SV,,1 penjual,4.7,"4,573",IDR 244303.4575
KFB001CJVTLC,Toys & Games,55 yg jual,4.4,,103530.6
KFB085KTQKNC,Toys & Games,,4.8,"69,971",181178.55 Rupiah
KFB07PF1Y28C,Electronics,1 penjual,4.7,"222,209",
KFB095GD5SQM,Books,1 penjual,4.9,,IDR 388095.95749999996
KFB08S34FZKM,,1 Penjual,4.4,"1,837",IDR 273061.95749999996
KFB08YT2N5SX,Electronics,1 penjual,,"267,821",718818.7075 Rupiah
KFB071FXZBMV,,2 yg jual,4.5,"33,856",114746.41500000001 rupiah
KFB00N1QPNMA,Toys & Games,,4.7,"11,947",157452.78749999998 rupiah
KFB01CETEZ78,Toys & Games,8 penjual,4.5,,214682.20249999998
KFB07B8XTS3Z,Camera & Photo,,4.4,"5,159",1768503.9575 Rupiah
KFB07YPBQSCK,Video Games,18 Penjual,4.6,,646922.4575
KFB08K8W68BX,Camera & Photo,,4.8,"1,986",IDR 517509.2075
KFB071FXZBMV,Electronics,2 yg jual,4.5,"33,856",
KFB08JCHVZ11,,3 yg jual,4.4,"1,311",IDR 575026.2075
KF375813659,,1 yg jual,4.8,"13,455",57517.0 Rupiah
KFB00000DMF5,Toys & Games,25 Penjual,4.6,,186786.4575
KFB07XP1619N,Camera & Photo,3 penjual,4.3,,675680.9575 Rupiah
KFB08SQGYHJ7,Camera & Photo,,4.4,492,675680.9575 Rupiah
KFB07GH7JZ91,Gift Cards,1 Penjual,4.7,"2,954",
KFB08T7FQ9P1,Camera & Photo,1 Penjual,3.3,,IDR 431233.70749999996
KFB08F7PTF53,,59 penjual,4.8,"49,200",IDR 4299395.75
KFB07T5DTPHL,"Clothing, Shoes & Jewelry",1 yg jual,,"6,882",258682.7075 rupiah
KFB07JCJMPVN,"Clothing, Shoes & Jewelry",2 yg jual,4.6,"66,237",
KFB07PWDYF5J,,1 Penjual,4.7,"14,713",IDR 258682.7075
KFB08FC5TTBF,,21 Penjual,4.8,"3,470",718099.745 rupiah
KFB00000DMF5,Toys & Games,,4.6,"22,001",186786.4575
KFB083T83YJQ,Camera & Photo,5 Penjual,4.1,"5,059",
KFB07FCJNX46,Camera & Photo,,4.4,935,1150196.2075 rupiah
KF1601429649,Books,,4.7,"15,626",IDR 138472.17750000002
KFB08H9M7LDY,Video Games,51 Penjual,,"16,236",819617.25 Rupiah
KFB08F6GPQQ7,Electronics,,4.5,179,IDR 2588121.2075
KFB086DKGCFP,Electronics,1 penjual,4.4,"54,100",
KFB071FXZBMV,Electronics,,4.5,"33,856",IDR 114746.41500000001
KFB01FSCQ1IY,"Clothing, Shoes & Jewelry",5 Penjual,4.5,,281833.30000000005 Rupiah
KFB08S36GM4B,Camera & Photo,,4.7,35,575026.2075 Rupiah
KFB097CJZ9TL,Toys & Games,,4.7,"1,353",IDR 42993.957500000004
KFB087ZTH98B,Toys & Games,4 yg jual,4.5,"8,419",
KFB083T83YJQ,Camera & Photo,,4.1,"5,059",431233.70749999996 rupiah
KFB08YSYKBLV,Electronics,,4.8,"78,639",862611.2075 rupiah
KF1501161938,Books,1 Penjual,,"19,083",IDR 135452.535
KFB07TNQSH4J,Gift Cards,1 Penjual,4.8,"91,384",
KFB06X6HSVDY,,1 penjual,4.8,"721,690",718962.5 Rupiah
KFB0875Q5GVQ,Camera & Photo,,4.0,"2,408",718818.7075
KFB071R1XTGS,"Clothing, Shoes & Jewelry",2 Penjual,4.5,,IDR 257388.57499999998
KF1641526270,,1 penjual,4.8,"54,885",IDR 79229.6675
KFB07KL1WLG6,"Clothing, Shoes & Jewelry",3 Penjual,4.5,,157884.165 rupiah
KFB08J5Q255V,Electronics,5 Penjual,4.9,"44,087",
KFB004INDQWY,,7 yg jual,4.6,"10,342",733197.9575 Rupiah
KFB071R1XTGS,"Clothing, Shoes & Jewelry",2 Penjual,,"43,976",IDR 257388.57499999998
KFB0897VN3F2,"Clothing, Shoes & Jewelry",1 Penjual,4.2,,229924.2075
KFB08571VZ3Q,Camera & Photo,,4.6,"3,509",575026.2075
KFB08F58MXQG,,1 Penjual,4.8,"4,617",287441.20749999996 Rupiah
KFB07H8WS1FT,Electronics,,4.6,"181,205",1437781.2075 rupiah
KFB083FX3XQ5,"Clothing, Shoes & Jewelry",,4.3,"5,819",143648.7075 Rupiah
KFB07P76HM3B,Gift Cards,1 yg jual,4.8,,718962.5 Rupiah
KFB085WSCTS4,Electronics,1 penjual,4.5,"3,695",
KFB07ZDX292M,Gift Cards,1 penjual,,"9,182",359481.25 Rupiah
KFB08F3CVP38,Camera & Photo,4 yg jual,4.3,,1150196.2075
KFB07TT11TXZ,"Clothing, Shoes & Jewelry",1 Penjual,4.3,,114890.2075 Rupiah
KFB07H4YQF3Q,,1 penjual,4.8,"31,328",215688.75 Rupiah
KFB00005C5H4,Toys & Games,10 yg jual,,"63,879",71752.4575
KFB089W4PKRW,Camera & Photo,2 Penjual,4.2,"3,150",
KFB00GAC1D2G,Video Games,1 penjual,4.7,,143792.5 rupiah
KFB084DCJKSL,Electronics,,4.7,314,1869158.7075 rupiah
KFB07MB4HN9X,Gift Cards,1 Penjual,4.8,"721,690",
KF62457802,Books,1 yg jual,4.7,,120354.3225 Rupiah
KFB08V5HLHN3,Camera & Photo,2 yg jual,4.7,965,
KFB08YSYKBLV,Electronics,1 Penjual,4.8,,862611.2075 Rupiah
KFB08TC5RGSX,Camera & Photo,,3.6,96,IDR 431233.70749999996
KFB07Q1GHB5X,Camera & Photo,3 yg jual,4.7,"11,314",
KFB00IX1I3G6,Gift Cards,,4.6,"313,938",718962.5 Rupiah
KFB07CVL2D2S,,51 penjual,4.7,"42,694",1437781.2075 Rupiah
KFB07R2CNSTK,Toys & Games,4 Penjual,4.7,,IDR 345102.0
KFB07Y693ND1,Video Games,22 Penjual,4.7,"26,056",
KFB009CTUHOY,,2 Penjual,4.5,"23,788",332592.0525
KF1878424319,Books,,4.7,"58,903",IDR 82968.27249999999
KFB0078EPRVS,Gift Cards,1 yg jual,4.9,"7,128",
KFB06XWNQGD4,"Clothing, Shoes & Jewelry",2 penjual,4.5,,228630.075 Rupiah
KFB01MG2163Y,Toys & Games,3 Penjual,4.8,"2,180",
KFB01C9MW8Z6,Gift Cards,1 yg jual,,"37,588",359481.25
KFB00IX1I3G6,Gift Cards,1 Penjual,4.6,,718962.5 Rupiah
KFB089W4PKRW,Camera & Photo,,4.2,"3,150",359337.45749999996 rupiah
KFB06XHFWJYM,Gift Cards,1 penjual,,"721,690",718962.5
KFB086DKMSSM,,1 Penjual,4.4,"54,100",IDR 1293988.7075
KFB08Z78WMGS,Camera & Photo,,4.4,22,575026.2075 rupiah
KFB07TFP7JFH,,1 yg jual,4.8,"15,661",IDR 215544.9575
KFB07GF4JCDY,Camera & Photo,8 Penjual,4.7,,558777.655 rupiah
KFB07ZD22HKW,"Clothing, Shoes & Jewelry",1 Penjual,,"4,943",IDR 373285.33
KFB08MW92TWD,Gift Cards,1 Penjual,,"1,389",IDR 359481.25
KFB01N4AO7PO,Gift Cards,1 Penjual,4.8,"721,690",
KFB08KVSQ9FL,"Clothing, Shoes & Jewelry",,4.2,"4,358",352147.83249999996 rupiah
KFB07GF4JCDY,,8 yg jual,4.7,"14,042",IDR 558777.655
KFB08F2NKCTZ,,5 yg jual,4.7,"49,613",215401.165 Rupiah
KFB01H6GUCCQ,Video Games,11 yg jual,4.4,,IDR 287441.20749999996
KFB08F3C99KN,Gift Cards,,4.8,"22,185",IDR 359481.25
KFB06XT7M6P5,Camera & Photo,4 yg jual,,"6,608",287441.20749999996 Rupiah
KFB01K8RMDO0,,1 Penjual,4.9,"62,352",359481.25
KFB07X4BCRHB,Camera & Photo,1 penjual,,"6,808",1006403.7074999999
KFB086DKMSSM,Electronics,1 yg jual,4.4,"54,100",
KFB00N1QPNMA,Toys & Games,,4.7,"11,947",157452.78749999998 rupiah
KF358423880,,1 Penjual,4.5,128,295781.1725 rupiah
KFB0922WX37L,Toys & Games,1 yg jual,4.8,"20,399",
KFB086CBQD2M,Toys & Games,5 penjual,,"1,824",287441.20749999996 rupiah
KFB095NWYQBC,Electronics,1 Penjual,,4,143504.915 rupiah
KFB083T83YJQ,Camera & Photo,5 Penjual,4.1,"5,059",
KFB0874YZVWK,Electronics,1 Penjual,,"10,691",1581573.7075 rupiah
KFB083FX3XQ5,"Clothing, Shoes & Jewelry",1 Penjual,,"5,819",143648.7075 Rupiah
KFB001TI9Y2M,,19 Penjual,4.3,"7,699",1387453.8325
KFB08PN3D63S,,1 Penjual,4.8,"1,089",57517.0 rupiah
KFB06X6HSVDY,,1 yg jual,4.8,"721,690",IDR 718962.5
KFB07FNK1DM5,"Clothing, Shoes & Jewelry",1 yg jual,4.4,,IDR 110576.43250000001
KFB0719SF8JT,,2 yg jual,4.6,"28,126",IDR 297650.475
KFB07H4YQF3Q,Toys & Games,,4.8,"31,328",215688.75
KFB00GAC1D2G,Video Games,1 yg jual,,"232,823",143792.5
KFB075XLWML4,Electronics,67 Penjual,4.7,"85,934",
KFB07X1YLC2L,Camera & Photo,7 penjual,,"2,193",416854.45749999996 rupiah
KFB07PCMWTSG,Gift Cards,,4.8,"721,690",718962.5
KF671027034,,1 yg jual,4.7,"52,140",195845.38499999998 Rupiah
KFB082Y6PHKR,Camera & Photo,1 penjual,4.3,"1,966",
